Title,Old Url,New Url,Status,Notes,Group,Name,Whole Tag,Suggested Links
"Attendance Allowance medical examination - what happens next : Directgov - Money, tax and benefits",http://www.direct.gov.uk/en/MoneyTaxAndBenefits/BenefitsTaxCreditsAndOtherSupport/Disabledpeople/DG_10023098,https://www.gov.uk/attendance-allowance/eligibility,301,"",content-type section site source status reviewed destination,article benefits directgov mapping-exercise closed no content,content-type:article section:benefits site:directgov source:mapping-exercise status:closed reviewed:no destination:content,""
"Attendance Allowance medical examination - what it involves : Directgov - Money, tax and benefits",http://www.direct.gov.uk/en/MoneyTaxAndBenefits/BenefitsTaxCreditsAndOtherSupport/Disabledpeople/DG_10023094,https://www.gov.uk/attendance-allowance/further-information,301,"",content-type section site source status destination,article benefits directgov mapping-exercise closed content,content-type:article section:benefits site:directgov source:mapping-exercise status:closed destination:content,
Attending family courts : Directgov - Parents,http://www.direct.gov.uk/en/Parents/Lookingafterchildrenifyoudivorceorseparate/Childrendivorceseparationandcourts/DG_4002963,https://www.gov.uk/looking-after-children-divorce/overview,301,"Content designers reviewing GOV.UK for potentially missing info

Think this content has fallen into a gap. Need to look at related guides and mention this in context.

Add to backlog",content-type section site source status reviewed destination,article parents directgov mapping-exercise closed no content,content-type:article section:parents site:directgov source:mapping-exercise status:closed reviewed:no destination:content,""
Attention deficit/hyperactivity disorder (ADHD) and driving : Directgov - Motoring,http://www.direct.gov.uk/en/Motoring/DriverLicensing/MedicalRulesForDrivers/MedicalA-Z/DG_185372,https://www.gov.uk/adhd-and-driving,301,"content coming

To be incorporated into a new custom tool",content-type section site source status reviewed destination,article motoring directgov mapping-exercise closed no content,content-type:article section:motoring site:directgov source:mapping-exercise status:closed reviewed:no destination:content,""
Attitude is Everything : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_10014469,,410,Info elsewhere on web,content-type section site source status destination,contact directories directgov mapping-exercise closed gone,content-type:contact section:directories site:directgov source:mapping-exercise status:closed destination:gone,
Attorney General's Office : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_175087,"",410," Info elsewhere on web

Listed as an organisation on GOV.UK but content page not yet created",content-type section site source status reviewed destination,contact directories directgov mapping-exercise closed no gone,content-type:contact section:directories site:directgov source:mapping-exercise status:closed reviewed:no destination:gone,http://www.attorneygeneral.gov.uk
Audit Commission for Local Authorities and the National Health Service in England and Wales : Direct,http://www.direct.gov.uk/en/Dl1/Directories/DG_10011859,"",410, Info elsewhere on web,content-type section site source status reviewed destination,contact directories directgov mapping-exercise closed no gone,content-type:contact section:directories site:directgov source:mapping-exercise status:closed reviewed:no destination:gone,http://www.audit-commission.gov.uk
Audit Scotland : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_10015648,"",410, Info elsewhere on web,content-type section site source status reviewed destination,contact directories directgov mapping-exercise closed no gone,content-type:contact section:directories site:directgov source:mapping-exercise status:closed reviewed:no destination:gone,http://www.audit-scotland.gov.uk
"Authorising an accountant to deal with HM Revenue & Customs for you : Directgov - Money, tax and ben",http://www.direct.gov.uk/en/MoneyTaxAndBenefits/Taxes/ContactOrDealWithHMRC/DG_170388,https://www.gov.uk/getting-help-with-your-tax-credits-claim/get-an-accountant-to-deal-directly-with-hmrc,410,"",content-type section site source status reviewed destination,article tax directgov mapping-exercise closed no gone,content-type:article section:tax site:directgov source:mapping-exercise status:closed reviewed:no destination:gone,
Autistic spectrum disorder (ASD) and driving : Directgov - Motoring,http://www.direct.gov.uk/en/Motoring/DriverLicensing/MedicalRulesForDrivers/MedicalA-Z/DG_185373,https://www.gov.uk/asd-and-driving,301,"content coming

To be incorporated into a new custom tool",content-type section site source status reviewed destination,article motoring directgov mapping-exercise closed no content,content-type:article section:motoring site:directgov source:mapping-exercise status:closed reviewed:no destination:content,""
Autumn Statement 2011 : Directgov - Newsroom,http://www.direct.gov.uk/en/Nl1/Newsroom/DG_200257,,410,"",content-type section site source status destination,article newsroom directgov mapping-exercise closed gone,content-type:article section:newsroom site:directgov source:mapping-exercise status:closed destination:gone,
"Averil Macdonald on public appointments : Directgov - Government, citizens and rights",http://www.direct.gov.uk/en/Governmentcitizensandrights/UKgovernment/UKpublicappointments/DG_184062,"",410,"Other

Vox pop

CO",content-type section site source status reviewed destination,article government-citizens-and-rights directgov mapping-exercise closed no gone,content-type:article section:government-citizens-and-rights site:directgov source:mapping-exercise status:closed reviewed:no destination:gone,http://publicappointments.cabinetoffice.gov.uk/
"Avoid illegal trading schemes : Directgov - Government, citizens and rights",http://www.direct.gov.uk/en/Governmentcitizensandrights/Consumerrights/Protectyourselffromscams/DG_183054,,410,"Advice only

Info available elsewhere - eg Action Fraud

BIS/OFT article",content-type section site source status destination,article government-citizens-and-rights directgov mapping-exercise closed gone,content-type:article section:government-citizens-and-rights site:directgov source:mapping-exercise status:closed destination:gone,
Avoiding bogus degrees : Directgov - Education and learning,http://www.direct.gov.uk/en/EducationAndLearning/UniversityAndHigherEducation/DecidingWhereToStudy/DG_10031740,https://www.gov.uk/check-a-university-is-officially-recognised,301, Advice only,content-type section site source status reviewed destination,article education-and-learning directgov mapping-exercise closed no content,content-type:article section:education-and-learning site:directgov source:mapping-exercise status:closed reviewed:no destination:content,""
"Avoiding over-commitment : Directgov - Money, tax and benefits",http://www.direct.gov.uk/en/MoneyTaxAndBenefits/ManagingDebt/PlanYourWayOutOfDebt/DG_10023289,"",410,Advice only,content-type section site source status destination,article money directgov mapping-exercise closed gone,content-type:article section:money site:directgov source:mapping-exercise status:closed destination:gone,
Aylesbury Vale District Council : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_10011629,https://www.gov.uk/find-your-local-council,301,Info elsewhere on web,content-type section site source status reviewed destination,contact directories directgov mapping-exercise closed no content,content-type:contact section:directories site:directgov source:mapping-exercise status:closed reviewed:no destination:content,""
