,Pages,URL,HRef,Visits,Views,Average Time Viewed (seconds),Average Time to Serve (ms)
452,Ministry of Defence | Defence News | Military Operations | Royal Marine killed today in Afghanistan,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/royalmarinekilledtodayinafghanistan.htm,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/royalmarinekilledtodayinafghanistan.htm,5055,5653,78,0
453,Ministry of Defence | Defence News | History and Honour | Helmand heroism earns DFC for selfless Chinook pilot,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/helmandheroismearnsdfcforselflesschinookpilot.htm,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/helmandheroismearnsdfcforselflesschinookpilot.htm,5048,6214,115,0
454,Ministry of Defence | About Defence | What we do | Personnel | Armed Forces Pensions Compensation and Veterans | The Armed Forces Compensation Scheme,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/personnel/pensions/thearmedforcescompensationscheme.htm,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/personnel/pensions/thearmedforcescompensationscheme.htm,5018,7626,61,0
455,Ministry of Defence | MicroSite | Defence Infrastructure Organisation | Our Publications | Service Family Accommodation | Forms,http://www.mod.uk/defenceinternet/microsite/dio/ourpublications/servicefamilyaccommodation/forms.htm,http://www.mod.uk/defenceinternet/microsite/dio/ourpublications/servicefamilyaccommodation/forms.htm,5015,7820,124,0
456,Ministry of Defence | Defence News | People In Defence | Longest-serving female sailor retires from Royal Navy,http://www.mod.uk/defenceinternet/defencenews/peopleindefence/longestservingfemalesailorretiresfromroyalnavy.htm,http://www.mod.uk/defenceinternet/defencenews/peopleindefence/longestservingfemalesailorretiresfromroyalnavy.htm,5015,9282,74,0
457,Ministry of Defence | Defence News | Military Operations | 12 Mechanized Brigade takes command of Task Force Helmand,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/12mechanizedbrigadetakescommandoftaskforcehelmand.htm,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/12mechanizedbrigadetakescommandoftaskforcehelmand.htm,5007,7139,74,0
458,Ministry of Defence | Fact Sheets | Operations Factsheets | Operations in Afghanistan: Why we are there,http://www.mod.uk/defenceinternet/factsheets/operationsfactsheets/operationsinafghanistanwhywearethere.htm,http://www.mod.uk/defenceinternet/factsheets/operationsfactsheets/operationsinafghanistanwhywearethere.htm,4996,5951,154,0
459,Ministry of Defence | About Defence | Corporate Publications | Personnel Publications | Armed Forces Pensions Compensation and Veterans | Pension Codes,http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/personnelpublications/pensions/pensioncodes/pensioncodes.htm,http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/personnelpublications/pensions/pensioncodes/pensioncodes.htm,4993,9213,99,0
460,,http://www.mod.uk/defenceinternet/defencenews/privatejohnkingkilledinafghanistan.htm,http://www.mod.uk/defenceinternet/defencenews/privatejohnkingkilledinafghanistan.htm,4977,5896,129,0
461,Ministry of Defence | Defence News | Equipment and Logistics | Defence Secretary responds to criticism over Navy tankers order,http://www.mod.uk/defenceinternet/defencenews/equipmentandlogistics/defencesecretaryrespondstocriticismovernavytankersorder.htm,http://www.mod.uk/defenceinternet/defencenews/equipmentandlogistics/defencesecretaryrespondstocriticismovernavytankersorder.htm,4976,5588,81,0
462,Ministry of Defence | Defence News | History and Honour | Operational Honours and Awards List: 30 September 2011,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/operationalhonoursandawardslist30september2011.htm,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/operationalhonoursandawardslist30september2011.htm,4974,5796,140,0
463,Ministry of Defence | Defence News | Training and Adventure | British and French troops train together,http://www.mod.uk/defenceinternet/defencenews/trainingandadventure/britishandfrenchtroopstraintogether.htm,http://www.mod.uk/defenceinternet/defencenews/trainingandadventure/britishandfrenchtroopstraintogether.htm,4973,8791,48,0
464,Ministry of Defence | About Defence | Corporate Publications | Annual Reports,http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/annualreports/annualreports.htm,http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/annualreports/annualreports.htm,4958,6800,36,0
465,Ministry of Defence | Showcase | Armed Forces Covenant Showcase,http://www.mod.uk/defenceinternet/showcase/armedforcescovenantshowcase.htm,http://www.mod.uk/defenceinternet/showcase/armedforcescovenantshowcase.htm,4954,6800,42,0
466,Ministry of Defence | Contact us | Find Research Information,http://www.mod.uk/defenceinternet/contactus/findresearchinformation.htm,http://www.mod.uk/defenceinternet/contactus/findresearchinformation.htm,4949,6583,77,0
467,Ministry of Defence | Defence News | Training and Adventure | HMS Sutherland's top gunners fend off French top guns,http://www.mod.uk/defenceinternet/defencenews/trainingandadventure/hmssutherlandstopgunnersfendofffrenchtopguns.htm,http://www.mod.uk/defenceinternet/defencenews/trainingandadventure/hmssutherlandstopgunnersfendofffrenchtopguns.htm,4936,5735,87,0
468,Ministry of Defence | Defence News | Training and Adventure | Army's rapid reaction force takes to the air,http://www.mod.uk/defenceinternet/defencenews/trainingandadventure/armysrapidreactionforcetakestotheair.htm,http://www.mod.uk/defenceinternet/defencenews/trainingandadventure/armysrapidreactionforcetakestotheair.htm,4932,6794,70,0
469,Ministry of Defence | Defence For... | The Service Community | HIVE Information Service | South East,http://www.mod.uk/defenceinternet/defencefor/servicecommunity/hive/southeast/hivesoutheast.htm,http://www.mod.uk/defenceinternet/defencefor/servicecommunity/hive/southeast/hivesoutheast.htm,4893,8038,33,0
470,Ministry of Defence | About Defence | What we do | Security and Intelligence | JSP 600 | JSP 600 Series,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/securityandintelligence/jsp600/jsp600series.htm,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/securityandintelligence/jsp600/jsp600series.htm,4891,6495,47,0
471,Ministry of Defence | About Defence | What we do | Personnel | Welfare | Armed Forces Covenant | Armed Forces Community Covenant,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/personnel/welfare/armedforcescovenant/armedforcescommunitycovenant.htm,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/personnel/welfare/armedforcescovenant/armedforcescommunitycovenant.htm,4890,7058,97,0
472,Ministry of Defence | Defence News | Estate and Environment | New Â£25m landing craft home takes shape in Devonport,http://www.mod.uk/defenceinternet/defencenews/estateandenvironment/new25mlandingcrafthometakesshapeindevonport.htm,http://www.mod.uk/defenceinternet/defencenews/estateandenvironment/new25mlandingcrafthometakesshapeindevonport.htm,4868,8151,64,0
473,Ministry of Defence | Defence News | Estate and Environment | New Defence Intelligence buildings handed over to MOD,http://www.mod.uk/defenceinternet/defencenews/estateandenvironment/newdefenceintelligencebuildingshandedovertomod.htm,http://www.mod.uk/defenceinternet/defencenews/estateandenvironment/newdefenceintelligencebuildingshandedovertomod.htm,4863,5706,78,0
474,Ministry of Defence | About Defence | Corporate Publications | Air Safety and Aviation Publications | Military Aviation Authority | RA 1000 Series,http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/airsafetyandaviationpublications/maa/1000series/,http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/airsafetyandaviationpublications/maa/1000series/,4857,7959,108,0
475,Ministry of Defence | Defence News | Defence Policy and Business | RAF nominated for lesbian recruiter of the year award,http://www.mod.uk/defenceinternet/defencenews/defencepolicyandbusiness/rafnominatedforlesbianrecruiteroftheyearaward.htm,http://www.mod.uk/defenceinternet/defencenews/defencepolicyandbusiness/rafnominatedforlesbianrecruiteroftheyearaward.htm,4853,5896,71,0
476,Ministry of Defence | Your Privacy | Defence Privacy Statement,http://www.mod.uk/defenceinternet/yourprivacy/defenceprivacystatement.htm,http://www.mod.uk/defenceinternet/yourprivacy/defenceprivacystatement.htm,4851,5568,61,0
477,Ministry of Defence | Defence News | Training and Adventure | Thames exercise prepares Marines for Olympic security role,http://www.mod.uk/defenceinternet/defencenews/trainingandadventure/thamesexercisepreparesmarinesforolympicsecurityrole.htm,http://www.mod.uk/defenceinternet/defencenews/trainingandadventure/thamesexercisepreparesmarinesforolympicsecurityrole.htm,4851,8203,57,0
478,Ministry of Defence | About Defence | Corporate Publications | Air Safety and Aviation Publications | Military Aviation Authority | Regulatory Framework Layer,http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/airsafetyandaviationpublications/maa/rfl/,http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/airsafetyandaviationpublications/maa/rfl/,4850,8835,89,0
479,Ministry of Defence | Defence News | Guardsman Michael Roland killed in Afghanistan,http://www.mod.uk/defenceinternet/defencenews/guardsmanmichaelrolandkilledinafghanistan.htm,http://www.mod.uk/defenceinternet/defencenews/guardsmanmichaelrolandkilledinafghanistan.htm,4849,5911,124,0
480,Ministry of Defence | Defence News | Equipment and Logistics | Â£350m upgrade for HMS Vengeance,http://www.mod.uk/defenceinternet/defencenews/equipmentandlogistics/350mupgradeforhmsvengeance.htm,http://www.mod.uk/defenceinternet/defencenews/equipmentandlogistics/350mupgradeforhmsvengeance.htm,4842,6426,78,0
481,Ministry of Defence | About Defence | What we do | Air Safety and Aviation | Low Flying | How do I complain about military low flying activity?,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/airsafetyandaviation/lowflying/howdoicomplainaboutmilitarylowflyingactivity.htm,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/airsafetyandaviation/lowflying/howdoicomplainaboutmilitarylowflyingactivity.htm,4840,5849,68,0
482,Ministry of Defence | Defence News | Military Operations | HMS Protector arrives in Antarctica,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/hmsprotectorarrivesinantarctica.htm,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/hmsprotectorarrivesinantarctica.htm,4834,7811,71,0
483,Ministry of Defence | Defence For... | The Service Community | Education,http://www.mod.uk/defenceinternet/defencefor/servicecommunity/education/education.htm,http://www.mod.uk/defenceinternet/defencefor/servicecommunity/education/education.htm,4831,6973,43,0
484,Ministry of Defence | Defence News | Military Operations | Royal Gibraltar Regiment playing its part in Afghanistan,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/royalgibraltarregimentplayingitspartinafghanistan.htm,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/royalgibraltarregimentplayingitspartinafghanistan.htm,4829,7114,61,0
485,Ministry of Defence | Defence News | Training and Adventure | 12 Mechanized Brigade prepares for Afghanistan,http://www.mod.uk/defenceinternet/defencenews/trainingandadventure/12mechanizedbrigadepreparesforafghanistan.htm,http://www.mod.uk/defenceinternet/defencenews/trainingandadventure/12mechanizedbrigadepreparesforafghanistan.htm,4807,6075,66,0
486,Ministry of Defence | Defence News | Equipment and Logistics | HMS Diamond fires Sea Viper missile for first time,http://www.mod.uk/defenceinternet/defencenews/equipmentandlogistics/hmsdiamondfiresseavipermissileforfirsttime.htm,http://www.mod.uk/defenceinternet/defencenews/equipmentandlogistics/hmsdiamondfiresseavipermissileforfirsttime.htm,4805,6549,84,0
487,Ministry of Defence | Defence For... | Business | DSA | Future Sales | RFA Fort George - sale summary,http://www.mod.uk/defenceinternet/defencefor/business/dsa/futuresales/rfafortgeorgesalesummary.htm,http://www.mod.uk/defenceinternet/defencefor/business/dsa/futuresales/rfafortgeorgesalesummary.htm,4796,5882,43,0
488,Ministry of Defence | Defence News | Equipment and Logistics | HMS Daring fires Sea Viper for first time,http://www.mod.uk/defenceinternet/defencenews/equipmentandlogistics/hmsdaringfiresseaviperforfirsttime.htm,http://www.mod.uk/defenceinternet/defencenews/equipmentandlogistics/hmsdaringfiresseaviperforfirsttime.htm,4786,5449,100,0
489,Ministry of Defence | Defence News | Equipment and Logistics | HMS Vigilant sets sail after refuel and upgrade,http://www.mod.uk/defenceinternet/defencenews/equipmentandlogistics/hmsvigilantsetssailafterrefuelandupgrade.htm,http://www.mod.uk/defenceinternet/defencenews/equipmentandlogistics/hmsvigilantsetssailafterrefuelandupgrade.htm,4785,6508,72,0
490,Ministry of Defence | Defence News | Equipment and Logistics | Partnership pays off for submarine upgrades,http://www.mod.uk/defenceinternet/defencenews/equipmentandlogistics/partnershippaysoffforsubmarineupgrades.htm,http://www.mod.uk/defenceinternet/defencenews/equipmentandlogistics/partnershippaysoffforsubmarineupgrades.htm,4782,6554,65,0
491,Ministry of Defence | About Defence | Organisation | Key Facts about Defence,http://www.mod.uk/defenceinternet/aboutdefence/organisation/keyfactsaboutdefence/keyfactsandfiguresaboutdefence.htm,http://www.mod.uk/defenceinternet/aboutdefence/organisation/keyfactsaboutdefence/keyfactsandfiguresaboutdefence.htm,4778,8084,28,0
492,Ministry of Defence | Defence News | Training and Adventure | New training pushes RAF pilots faster and further,http://www.mod.uk/defenceinternet/defencenews/trainingandadventure/newtrainingpushesrafpilotsfasterandfurther.htm,http://www.mod.uk/defenceinternet/defencenews/trainingandadventure/newtrainingpushesrafpilotsfasterandfurther.htm,4770,6009,95,0
493,Ministry of Defence | About Defence | What we do | Security and Intelligence | MDPGA | MOD Guard Service - Recruitment,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/securityandintelligence/mdpga/modguardservicerecruitment.htm,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/securityandintelligence/mdpga/modguardservicerecruitment.htm,4769,6660,93,0
494,Ministry of Defence | MicroSite | Defence Infrastructure Organisation | What We Do | Defence Training Estate | Military training and operational support,http://www.mod.uk/defenceinternet/microsite/dio/whatwedo/dte/militarytrainingandoperationalsupport.htm,http://www.mod.uk/defenceinternet/microsite/dio/whatwedo/dte/militarytrainingandoperationalsupport.htm,4745,7290,48,0
